type_of_water_source,town_name,province_name,location_type,number_of_people_served,time_in_queue,results
river,Rural,Sokoto,Rural,516,25,NULL
well,Amara,Kilimani,Urban,352,0,"Contaminated: Chemical"
tap_in_home_broken,Serowe,Hawassa,Urban,698,0,NULL
tap_in_home,Isiqalo,Kilimani,Urban,904,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,320,0,NULL
well,Rural,Akatsi,Rural,250,0,Clean
tap_in_home_broken,Cheche,Sokoto,Urban,550,0,NULL
well,Rural,Akatsi,Rural,164,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,384,0,"Contaminated: Biological"
well,Harare,Kilimani,Urban,294,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,3590,240,NULL
tap_in_home,Dahabu,Amanzi,Urban,510,0,NULL
well,Rural,Sokoto,Rural,230,0,"Contaminated: Biological"
tap_in_home,Ilanga,Sokoto,Urban,936,0,NULL
tap_in_home_broken,Ilanga,Sokoto,Urban,442,0,NULL
tap_in_home_broken,Lusaka,Akatsi,Urban,870,0,NULL
well,Rural,Akatsi,Rural,394,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,284,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,176,0,Clean
shared_tap,Rural,Kilimani,Rural,3064,240,NULL
well,Rural,Akatsi,Rural,266,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,936,0,NULL
tap_in_home,Serowe,Hawassa,Urban,524,0,NULL
well,Rural,Akatsi,Rural,298,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,468,0,NULL
river,Rural,Akatsi,Rural,652,18,NULL
well,Rural,Akatsi,Rural,348,0,Clean
well,Rural,Akatsi,Rural,326,0,"Contaminated: Chemical"
tap_in_home,Rural,Amanzi,Rural,796,0,NULL
shared_tap,Rural,Hawassa,Rural,2266,187,NULL
tap_in_home,Rural,Hawassa,Rural,414,0,NULL
well,Rural,Sokoto,Rural,246,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,780,24,NULL
well,Rural,Kilimani,Rural,252,0,"Contaminated: Biological"
well,Isiqalo,Kilimani,Urban,338,0,"Contaminated: Biological"
well,Rural,Hawassa,Rural,272,0,"Contaminated: Chemical"
well,Rural,Amanzi,Rural,338,0,"Contaminated: Chemical"
well,Zanzibar,Hawassa,Urban,254,0,"Contaminated: Biological"
tap_in_home,Rural,Akatsi,Rural,652,0,NULL
well,Amina,Hawassa,Urban,176,0,"Contaminated: Chemical"
tap_in_home,Rural,Sokoto,Rural,898,0,NULL
tap_in_home,Rural,Amanzi,Rural,736,0,NULL
well,Rural,Sokoto,Rural,168,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,456,0,NULL
tap_in_home,Mrembo,Kilimani,Urban,818,0,NULL
well,Rural,Kilimani,Rural,356,0,Clean
tap_in_home,Serowe,Hawassa,Urban,870,0,NULL
shared_tap,Abidjan,Amanzi,Urban,2522,205,NULL
tap_in_home_broken,Rural,Amanzi,Rural,532,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,510,0,NULL
well,Rural,Akatsi,Rural,224,0,Clean
well,Rural,Amanzi,Rural,342,0,Clean
tap_in_home,Rural,Sokoto,Rural,924,0,NULL
tap_in_home_broken,Lusaka,Akatsi,Urban,590,0,NULL
tap_in_home_broken,Rural,Akatsi,Rural,920,0,NULL
well,Harare,Kilimani,Urban,172,0,"Contaminated: Biological"
well,Rural,Hawassa,Rural,190,0,Clean
well,Rural,Sokoto,Rural,286,0,"Contaminated: Chemical"
well,Ilanga,Sokoto,Urban,216,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,234,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,766,14,NULL
well,Rural,Akatsi,Rural,270,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,342,0,"Contaminated: Chemical"
well,Rural,Amanzi,Rural,166,0,"Contaminated: Biological"
tap_in_home,Pwani,Amanzi,Urban,966,0,NULL
river,Rural,Sokoto,Rural,852,5,NULL
shared_tap,Pwani,Amanzi,Urban,3136,30,NULL
shared_tap,Rural,Sokoto,Rural,1558,136,NULL
tap_in_home,Harare,Kilimani,Urban,836,0,NULL
tap_in_home_broken,Yaounde,Hawassa,Urban,478,0,NULL
tap_in_home,Asmara,Amanzi,Urban,420,0,NULL
river,Rural,Kilimani,Rural,752,5,NULL
well,Rural,Hawassa,Rural,340,0,"Contaminated: Biological"
shared_tap,Rural,Hawassa,Rural,1088,102,NULL
well,Rural,Sokoto,Rural,282,0,"Contaminated: Chemical"
tap_in_home_broken,Lusaka,Akatsi,Urban,540,0,NULL
shared_tap,Bello,Amanzi,Urban,3944,240,NULL
well,Isiqalo,Kilimani,Urban,234,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,530,0,NULL
well,Rural,Hawassa,Rural,256,0,"Contaminated: Biological"
tap_in_home,Rural,Akatsi,Rural,822,0,NULL
well,Majengo,Sokoto,Urban,246,0,Clean
river,Rural,Kilimani,Rural,480,17,NULL
well,Rural,Kilimani,Rural,170,0,"Contaminated: Biological"
well,Dahabu,Amanzi,Urban,378,0,"Contaminated: Biological"
tap_in_home_broken,Lusaka,Akatsi,Urban,424,0,NULL
well,Djenne,Hawassa,Urban,298,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,332,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,374,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Amanzi,Rural,314,0,NULL
well,Ilanga,Sokoto,Urban,230,0,"Contaminated: Chemical"
tap_in_home,Dahabu,Amanzi,Urban,464,0,NULL
well,Rural,Akatsi,Rural,356,0,Clean
well,Rural,Hawassa,Rural,200,0,"Contaminated: Biological"
tap_in_home_broken,Amara,Kilimani,Urban,342,0,NULL
well,Amina,Hawassa,Urban,346,0,"Contaminated: Biological"
shared_tap,Lusaka,Akatsi,Urban,756,18,NULL
shared_tap,Harare,Akatsi,Urban,3830,240,NULL
river,Pwani,Amanzi,Urban,462,5,NULL
well,Rural,Kilimani,Rural,318,0,"Contaminated: Chemical"
well,Isiqalo,Kilimani,Urban,256,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,222,0,"Contaminated: Biological"
tap_in_home_broken,Asmara,Amanzi,Urban,504,0,NULL
well,Rural,Hawassa,Rural,172,0,"Contaminated: Chemical"
well,Amara,Kilimani,Urban,336,0,"Contaminated: Chemical"
shared_tap,Zuri,Kilimani,Urban,3338,240,NULL
shared_tap,Rural,Akatsi,Rural,2160,26,NULL
well,Rural,Sokoto,Rural,366,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,396,0,Clean
tap_in_home_broken,Rural,Akatsi,Rural,762,0,NULL
well,Rural,Kilimani,Rural,280,0,Clean
tap_in_home_broken,Abidjan,Amanzi,Urban,822,0,NULL
tap_in_home,Rural,Sokoto,Rural,668,0,NULL
tap_in_home,Kintampo,Akatsi,Urban,394,0,NULL
well,Mrembo,Kilimani,Urban,386,0,Clean
well,Rural,Hawassa,Rural,358,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,786,14,NULL
well,Rural,Hawassa,Rural,360,0,Clean
well,Harare,Kilimani,Urban,308,0,"Contaminated: Chemical"
well,Majengo,Sokoto,Urban,344,0,"Contaminated: Biological"
shared_tap,Zuri,Kilimani,Urban,1832,155,NULL
shared_tap,Rural,Akatsi,Rural,646,18,NULL
shared_tap,Rural,Kilimani,Rural,2454,200,NULL
tap_in_home_broken,Harare,Akatsi,Urban,684,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,334,0,NULL
tap_in_home,Rural,Amanzi,Rural,918,0,NULL
well,Rural,Kilimani,Rural,376,0,"Contaminated: Chemical"
tap_in_home,Kofi,Sokoto,Urban,730,0,NULL
well,Rural,Kilimani,Rural,316,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,214,0,Clean
tap_in_home,Asmara,Amanzi,Urban,890,0,NULL
shared_tap,Rural,Sokoto,Rural,2958,237,NULL
well,Rural,Akatsi,Rural,218,0,Clean
tap_in_home,Ilanga,Sokoto,Urban,936,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,786,0,NULL
well,Rural,Kilimani,Rural,234,0,"Contaminated: Chemical"
tap_in_home,Dahabu,Amanzi,Urban,678,0,NULL
tap_in_home,Rural,Kilimani,Rural,600,0,NULL
tap_in_home_broken,Lusaka,Akatsi,Urban,330,0,NULL
tap_in_home_broken,Amina,Amanzi,Urban,324,0,NULL
tap_in_home_broken,Harare,Kilimani,Urban,972,0,NULL
tap_in_home_broken,Kintampo,Akatsi,Urban,748,0,NULL
well,Lusaka,Akatsi,Urban,176,0,"Contaminated: Chemical"
river,Rural,Sokoto,Rural,838,23,NULL
well,Rural,Kilimani,Rural,264,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,320,0,"Contaminated: Chemical"
well,Deka,Hawassa,Urban,360,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,600,15,NULL
river,Rural,Kilimani,Rural,542,26,NULL
well,Rural,Hawassa,Rural,358,0,"Contaminated: Chemical"
river,Harare,Akatsi,Urban,514,19,NULL
shared_tap,Dahabu,Amanzi,Urban,412,53,NULL
well,Rural,Sokoto,Rural,326,0,"Contaminated: Biological"
tap_in_home,Dahabu,Amanzi,Urban,962,0,NULL
tap_in_home_broken,Djenne,Hawassa,Urban,970,0,NULL
tap_in_home,Rural,Kilimani,Rural,806,0,NULL
well,Ilanga,Sokoto,Urban,250,0,"Contaminated: Chemical"
tap_in_home,Rural,Akatsi,Rural,500,0,NULL
well,Mrembo,Kilimani,Urban,316,0,Clean
well,Rural,Kilimani,Rural,268,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,368,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,274,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Sokoto,Rural,408,0,NULL
well,Rural,Kilimani,Rural,268,0,Clean
tap_in_home_broken,Bello,Amanzi,Urban,792,0,NULL
well,Harare,Kilimani,Urban,272,0,"Contaminated: Biological"
well,Mrembo,Kilimani,Urban,332,0,"Contaminated: Biological"
well,Isiqalo,Kilimani,Urban,218,0,Clean
shared_tap,Rural,Hawassa,Rural,2730,220,NULL
tap_in_home,Zuri,Kilimani,Urban,744,0,NULL
well,Zuri,Kilimani,Urban,360,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Hawassa,Rural,684,0,NULL
well,Isiqalo,Kilimani,Urban,184,0,Clean
tap_in_home_broken,Asmara,Amanzi,Urban,624,0,NULL
shared_tap,Rural,Akatsi,Rural,2958,30,NULL
tap_in_home_broken,Isiqalo,Kilimani,Urban,478,0,NULL
shared_tap,Rural,Amanzi,Rural,2766,223,NULL
tap_in_home_broken,Rural,Kilimani,Rural,996,0,NULL
well,Rural,Akatsi,Rural,172,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,394,0,"Contaminated: Chemical"
river,Cheche,Sokoto,Urban,832,23,NULL
well,Rural,Kilimani,Rural,336,0,"Contaminated: Biological"
well,Mrembo,Kilimani,Urban,262,0,Clean
river,Zuri,Kilimani,Urban,620,18,NULL
shared_tap,Rural,Kilimani,Rural,1948,164,NULL
well,Rural,Hawassa,Rural,382,0,"Contaminated: Biological"
well,Harare,Kilimani,Urban,316,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,2246,185,NULL
well,Rural,Hawassa,Rural,242,0,"Contaminated: Biological"
well,Harare,Akatsi,Urban,268,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,2062,25,NULL
shared_tap,Rural,Sokoto,Rural,3494,30,NULL
well,Rural,Kilimani,Rural,328,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,284,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,206,0,"Contaminated: Biological"
well,Rural,Hawassa,Rural,382,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,178,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,294,0,"Contaminated: Chemical"
tap_in_home_broken,Djenne,Hawassa,Urban,432,0,NULL
river,Rural,Sokoto,Rural,948,12,NULL
shared_tap,Ilanga,Sokoto,Urban,3206,30,NULL
well,Rural,Kilimani,Rural,268,0,"Contaminated: Biological"
tap_in_home,Rural,Sokoto,Rural,430,0,NULL
well,Amina,Hawassa,Urban,172,0,"Contaminated: Chemical"
shared_tap,Kofi,Sokoto,Urban,1960,165,NULL
well,Rural,Kilimani,Rural,284,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,436,54,NULL
tap_in_home,Mrembo,Kilimani,Urban,534,0,NULL
shared_tap,Rural,Akatsi,Rural,2122,25,NULL
well,Rural,Hawassa,Rural,238,0,"Contaminated: Biological"
well,Rural,Amanzi,Rural,386,0,Clean
tap_in_home,Bahari,Sokoto,Urban,712,0,NULL
well,Rural,Amanzi,Rural,266,0,"Contaminated: Biological"
tap_in_home,Rural,Akatsi,Rural,400,0,NULL
well,Amara,Kilimani,Urban,210,0,"Contaminated: Biological"
well,Rural,Hawassa,Rural,246,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,528,22,NULL
well,Cheche,Sokoto,Urban,332,0,"Contaminated: Chemical"
tap_in_home,Harare,Kilimani,Urban,526,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,706,0,NULL
well,Rural,Kilimani,Rural,324,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,188,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1514,132,NULL
shared_tap,Rural,Kilimani,Rural,1314,21,NULL
river,Majengo,Sokoto,Urban,906,26,NULL
well,Majengo,Sokoto,Urban,384,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,196,0,Clean
well,Rural,Sokoto,Rural,190,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,3212,240,NULL
shared_tap,Rural,Hawassa,Rural,3718,30,NULL
shared_tap,Rural,Akatsi,Rural,1218,21,NULL
tap_in_home_broken,Rural,Hawassa,Rural,714,0,NULL
river,Rural,Sokoto,Rural,460,5,NULL
river,Isiqalo,Kilimani,Urban,574,12,NULL
shared_tap,Rural,Kilimani,Rural,3416,30,NULL
well,Isiqalo,Kilimani,Urban,246,0,"Contaminated: Biological"
river,Rural,Kilimani,Rural,930,25,NULL
shared_tap,Zuri,Kilimani,Urban,2178,180,NULL
tap_in_home_broken,Zuri,Kilimani,Urban,644,0,NULL
tap_in_home_broken,Abidjan,Amanzi,Urban,784,0,NULL
well,Rural,Sokoto,Rural,218,0,"Contaminated: Chemical"
tap_in_home,Rural,Akatsi,Rural,438,0,NULL
well,Amara,Kilimani,Urban,272,0,Clean
well,Rural,Sokoto,Rural,374,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,324,0,Clean
well,Deka,Hawassa,Urban,222,0,"Contaminated: Biological"
well,Rural,Sokoto,Rural,324,0,"Contaminated: Chemical"
tap_in_home,Majengo,Sokoto,Urban,692,0,NULL
well,Rural,Kilimani,Rural,362,0,"Contaminated: Chemical"
tap_in_home,Lusaka,Akatsi,Urban,322,0,NULL
shared_tap,Rural,Akatsi,Rural,2772,29,NULL
tap_in_home,Rural,Hawassa,Rural,470,0,NULL
shared_tap,Rural,Sokoto,Rural,3930,30,NULL
well,Rural,Hawassa,Rural,192,0,"Contaminated: Chemical"
well,Rural,Kilimani,Rural,186,0,Clean
well,Rural,Kilimani,Rural,340,0,"Contaminated: Chemical"
well,Bahari,Sokoto,Urban,336,0,Clean
well,Rural,Hawassa,Rural,264,0,"Contaminated: Chemical"
tap_in_home_broken,Deka,Hawassa,Urban,424,0,NULL
shared_tap,Rural,Akatsi,Rural,1934,163,NULL
river,Cheche,Sokoto,Urban,940,5,NULL
well,Rural,Sokoto,Rural,392,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,398,0,"Contaminated: Chemical"
river,Ilanga,Sokoto,Urban,634,13,NULL
river,Bello,Amanzi,Urban,468,6,NULL
tap_in_home_broken,Pwani,Amanzi,Urban,752,0,NULL
tap_in_home_broken,Kintampo,Akatsi,Urban,988,0,NULL
well,Rural,Akatsi,Rural,164,0,"Contaminated: Chemical"
tap_in_home,Rural,Akatsi,Rural,922,0,NULL
well,Rural,Hawassa,Rural,308,0,"Contaminated: Chemical"
well,Djenne,Hawassa,Urban,362,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,160,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,3704,240,NULL
tap_in_home,Rural,Hawassa,Rural,382,0,NULL
well,Amina,Hawassa,Urban,230,0,"Contaminated: Biological"
well,Rural,Hawassa,Rural,348,0,"Contaminated: Biological"
tap_in_home,Kintampo,Akatsi,Urban,466,0,NULL
well,Isiqalo,Kilimani,Urban,310,0,Clean
river,Majengo,Sokoto,Urban,870,5,NULL
tap_in_home_broken,Cheche,Sokoto,Urban,634,0,NULL
tap_in_home_broken,Amara,Kilimani,Urban,408,0,NULL
well,Deka,Hawassa,Urban,350,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,1552,135,NULL
tap_in_home_broken,Amina,Amanzi,Urban,676,0,NULL
shared_tap,Rural,Akatsi,Rural,1064,20,NULL
well,Harare,Akatsi,Urban,244,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,3360,240,NULL
tap_in_home,Rural,Sokoto,Rural,686,0,NULL
tap_in_home,Rural,Akatsi,Rural,604,0,NULL
river,Rural,Sokoto,Rural,494,21,NULL
shared_tap,Rural,Kilimani,Rural,3396,240,NULL
well,Rural,Sokoto,Rural,270,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,270,0,"Contaminated: Chemical"
well,Amara,Kilimani,Urban,286,0,"Contaminated: Chemical"
well,Rural,Hawassa,Rural,212,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1694,23,NULL
well,Rural,Akatsi,Rural,304,0,Clean
well,Lusaka,Akatsi,Urban,346,0,"Contaminated: Biological"
tap_in_home_broken,Ilanga,Sokoto,Urban,490,0,NULL
river,Rural,Sokoto,Rural,568,16,NULL
tap_in_home,Rural,Akatsi,Rural,548,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,494,0,NULL
well,Rural,Kilimani,Rural,334,0,"Contaminated: Biological"
river,Rural,Sokoto,Rural,934,5,NULL
shared_tap,Rural,Hawassa,Rural,972,20,NULL
shared_tap,Asmara,Amanzi,Urban,3098,240,NULL
tap_in_home_broken,Rural,Akatsi,Rural,706,0,NULL
river,Rural,Kilimani,Rural,964,25,NULL
well,Harare,Kilimani,Urban,210,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,260,0,Clean
well,Djenne,Hawassa,Urban,294,0,"Contaminated: Chemical"
shared_tap,Rural,Hawassa,Rural,1224,111,NULL
well,Rural,Akatsi,Rural,188,0,Clean
well,Rural,Kilimani,Rural,194,0,"Contaminated: Biological"
shared_tap,Rural,Akatsi,Rural,3944,240,NULL
well,Rural,Kilimani,Rural,238,0,"Contaminated: Biological"
well,Rural,Hawassa,Rural,278,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,754,18,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,454,0,NULL
well,Rural,Akatsi,Rural,324,0,"Contaminated: Chemical"
tap_in_home_broken,Amina,Amanzi,Urban,358,0,NULL
well,Rural,Akatsi,Rural,216,0,Clean
well,Rural,Akatsi,Rural,240,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,200,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,274,0,"Contaminated: Biological"
well,Lusaka,Akatsi,Urban,314,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,914,0,NULL
well,Zanzibar,Hawassa,Urban,340,0,"Contaminated: Biological"
tap_in_home,Serowe,Hawassa,Urban,736,0,NULL
tap_in_home,Rural,Hawassa,Rural,482,0,NULL
well,Bahari,Sokoto,Urban,278,0,Clean
tap_in_home_broken,Mrembo,Kilimani,Urban,920,0,NULL
river,Rural,Sokoto,Rural,940,25,NULL
well,Asmara,Amanzi,Urban,346,0,Clean
tap_in_home_broken,Isiqalo,Kilimani,Urban,520,0,NULL
well,Rural,Kilimani,Rural,284,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,342,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,322,0,"Contaminated: Chemical"
well,Rural,Akatsi,Rural,270,0,Clean
shared_tap,Rural,Kilimani,Rural,1046,20,NULL
well,Rural,Akatsi,Rural,380,0,Clean
well,Rural,Sokoto,Rural,322,0,"Contaminated: Biological"
tap_in_home,Rural,Amanzi,Rural,826,0,NULL
well,Rural,Sokoto,Rural,360,0,"Contaminated: Biological"
tap_in_home,Harare,Akatsi,Urban,940,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,364,0,NULL
tap_in_home_broken,Rural,Sokoto,Rural,696,0,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,916,0,NULL
tap_in_home_broken,Rural,Akatsi,Rural,522,0,NULL
tap_in_home_broken,Amina,Amanzi,Urban,384,0,NULL
well,Amara,Kilimani,Urban,360,0,Clean
well,Deka,Hawassa,Urban,300,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,536,17,NULL
well,Rural,Hawassa,Rural,232,0,Clean
well,Rural,Kilimani,Rural,248,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,1516,22,NULL
shared_tap,Rural,Hawassa,Rural,638,18,NULL
well,Rural,Akatsi,Rural,224,0,"Contaminated: Chemical"
river,Rural,Hawassa,Rural,608,23,NULL
shared_tap,Rural,Sokoto,Rural,2132,177,NULL
well,Rural,Hawassa,Rural,178,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,334,0,"Contaminated: Biological"
well,Amara,Kilimani,Urban,170,0,"Contaminated: Chemical"
tap_in_home_broken,Asmara,Amanzi,Urban,948,0,NULL
shared_tap,Rural,Akatsi,Rural,3300,30,NULL
tap_in_home,Majengo,Sokoto,Urban,616,0,NULL
tap_in_home_broken,Rural,Kilimani,Rural,698,0,NULL
shared_tap,Rural,Amanzi,Rural,2670,28,NULL
well,Rural,Amanzi,Rural,362,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,3918,30,NULL
shared_tap,Rural,Akatsi,Rural,334,47,NULL
tap_in_home,Rural,Hawassa,Rural,326,0,NULL
well,Kintampo,Akatsi,Urban,160,0,Clean
well,Serowe,Hawassa,Urban,216,0,Clean
tap_in_home,Pwani,Amanzi,Urban,580,0,NULL
well,Harare,Kilimani,Urban,266,0,"Contaminated: Biological"
well,Rural,Akatsi,Rural,206,0,"Contaminated: Biological"
shared_tap,Rural,Kilimani,Rural,1730,148,NULL
tap_in_home_broken,Rural,Akatsi,Rural,356,0,NULL
well,Zuri,Kilimani,Urban,384,0,"Contaminated: Biological"
well,Bello,Amanzi,Urban,202,0,"Contaminated: Biological"
well,Rural,Kilimani,Rural,204,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,234,40,NULL
shared_tap,Rural,Kilimani,Rural,2192,181,NULL
well,Rural,Sokoto,Rural,300,0,"Contaminated: Chemical"
tap_in_home_broken,Pwani,Amanzi,Urban,668,0,NULL
well,Rural,Sokoto,Rural,240,0,"Contaminated: Chemical"
well,Mrembo,Kilimani,Urban,238,0,"Contaminated: Chemical"
well,Rural,Sokoto,Rural,246,0,"Contaminated: Biological"
well,Rural,Amanzi,Rural,310,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Sokoto,Rural,850,0,NULL
river,Rural,Sokoto,Rural,482,12,NULL
well,Rural,Akatsi,Rural,316,0,Clean
well,Rural,Akatsi,Rural,216,0,"Contaminated: Chemical"
shared_tap,Rural,Akatsi,Rural,3468,240,NULL
river,Rural,Hawassa,Rural,894,25,NULL
tap_in_home,Rural,Amanzi,Rural,576,0,NULL
tap_in_home,Rural,Amanzi,Rural,702,0,NULL
well,Rural,Akatsi,Rural,296,0,"Contaminated: Chemical"
tap_in_home,Rural,Kilimani,Rural,956,0,NULL
tap_in_home,Djenne,Hawassa,Urban,428,0,NULL
shared_tap,Zuri,Kilimani,Urban,1944,164,NULL
well,Rural,Amanzi,Rural,362,0,Clean
well,Ilanga,Sokoto,Urban,256,0,"Contaminated: Chemical"
tap_in_home,Dahabu,Amanzi,Urban,842,0,NULL
tap_in_home_broken,Rural,Amanzi,Rural,338,0,NULL
shared_tap,Rural,Hawassa,Rural,1224,21,NULL
tap_in_home_broken,Amina,Amanzi,Urban,964,0,NULL
tap_in_home,Dahabu,Amanzi,Urban,780,0,NULL
well,Rural,Sokoto,Rural,324,0,"Contaminated: Biological"
tap_in_home,Rural,Sokoto,Rural,388,0,NULL
well,Rural,Akatsi,Rural,180,0,Clean
well,Rural,Kilimani,Rural,290,0,"Contaminated: Chemical"
shared_tap,Rural,Sokoto,Rural,2670,28,NULL
tap_in_home,Dahabu,Amanzi,Urban,738,0,NULL
well,Rural,Kilimani,Rural,386,0,"Contaminated: Biological"
well,Rural,Amanzi,Rural,176,0,"Contaminated: Chemical"
tap_in_home_broken,Rural,Amanzi,Rural,596,0,NULL
well,Rural,Akatsi,Rural,348,0,Clean
shared_tap,Rural,Akatsi,Rural,2286,188,NULL
tap_in_home,Bello,Amanzi,Urban,734,0,NULL
shared_tap,Asmara,Amanzi,Urban,1124,104,NULL
well,Rural,Akatsi,Rural,352,0,"Contaminated: Chemical"
well,Amina,Hawassa,Urban,296,0,"Contaminated: Biological"
tap_in_home_broken,Rural,Amanzi,Rural,498,0,NULL
well,Rural,Hawassa,Rural,316,0,"Contaminated: Biological"
tap_in_home,Rural,Kilimani,Rural,824,0,NULL
tap_in_home,Rural,Akatsi,Rural,734,0,NULL
shared_tap,Rural,Kilimani,Rural,1838,24,NULL
tap_in_home,Rural,Kilimani,Rural,396,0,NULL
well,Rural,Kilimani,Rural,262,0,"Contaminated: Biological"
well,Isiqalo,Kilimani,Urban,292,0,"Contaminated: Biological"
river,Mrembo,Kilimani,Urban,640,26,NULL
well,Lusaka,Akatsi,Urban,300,0,Clean
shared_tap,Rural,Kilimani,Rural,1770,151,NULL
well,Rural,Akatsi,Rural,316,0,"Contaminated: Chemical"
tap_in_home_broken,Lusaka,Akatsi,Urban,530,0,NULL
well,Deka,Hawassa,Urban,256,0,"Contaminated: Biological"
well,Lusaka,Akatsi,Urban,164,0,"Contaminated: Biological"
well,Harare,Kilimani,Urban,210,0,"Contaminated: Chemical"
tap_in_home,Rural,Hawassa,Rural,606,0,NULL
river,Amara,Kilimani,Urban,806,16,NULL
tap_in_home,Dahabu,Amanzi,Urban,418,0,NULL
river,Ilanga,Sokoto,Urban,490,20,NULL
tap_in_home,Rural,Sokoto,Rural,694,0,NULL
shared_tap,Rural,Hawassa,Rural,1990,25,NULL
tap_in_home,Amina,Hawassa,Urban,486,0,NULL
well,Rural,Akatsi,Rural,262,0,Clean
well,Harare,Akatsi,Urban,210,0,Clean
shared_tap,Amina,Amanzi,Urban,3794,240,NULL
river,Isiqalo,Kilimani,Urban,526,7,NULL
shared_tap,Rural,Akatsi,Rural,3726,30,NULL
well,Rural,Akatsi,Rural,232,0,"Contaminated: Chemical"
shared_tap,Rural,Kilimani,Rural,1842,24,NULL
shared_tap,Rural,Akatsi,Rural,2926,30,NULL
well,Kintampo,Akatsi,Urban,360,0,Clean
well,Harare,Kilimani,Urban,196,0,"Contaminated: Chemical"
tap_in_home,Rural,Amanzi,Rural,906,0,NULL
tap_in_home,Harare,Kilimani,Urban,720,0,NULL
tap_in_home,Rural,Hawassa,Rural,932,0,NULL
tap_in_home_broken,Asmara,Amanzi,Urban,700,0,NULL
tap_in_home_broken,Harare,Akatsi,Urban,744,0,NULL
