address,town_name,province_name,source_id,type_of_water_source,results,Improvement
"28 Mawimbi Makuu Drive",Rural,Hawassa,HaRu20189224,well,"Contaminated: Chemical","Install RO filter"
"138 Tripoli Street",Harare,Kilimani,KiHa22636224,well,"Contaminated: Biological","Install UV and RO filter"
"1 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23939224,tap_in_home_broken,NULL,NULL
"66 Mto Wa Ukarimu Street",Rural,Sokoto,SoRu38694224,tap_in_home_broken,NULL,NULL
"44 Kifaru Lumumba Road",Amina,Hawassa,HaAm16208224,river,NULL,"Drill well"
"96 Kaduna Road",Rural,Kilimani,KiRu27364224,river,NULL,"Drill well"
"2 Onyx Drive",Rural,Akatsi,AkRu03453224,well,"Contaminated: Chemical","Install RO filter"
"171 Mbeki Street",Rural,Akatsi,AkRu05839224,shared_tap,NULL,NULL
"143 Jengo Street",Pwani,Amanzi,AmPw12439224,tap_in_home_broken,NULL,NULL
"59 Soweto Blues Boulevard",Rural,Kilimani,KiRu29853224,shared_tap,NULL,NULL
"15 Nairobi Boulevard",Rural,Amanzi,AmRu12855224,tap_in_home_broken,NULL,NULL
"58 Paka Dangote Street",Rural,Sokoto,SoRu37954224,well,"Contaminated: Chemical","Install RO filter"
"15 Dakar Drive",Lusaka,Akatsi,AkLu02140224,well,"Contaminated: Chemical","Install RO filter"
"12 Mlima Wa Hekima Street",Kofi,Sokoto,SoKo33457224,shared_tap,NULL,NULL
"41 Machel Lane",Rural,Sokoto,SoRu36629224,river,NULL,"Drill well"
"73 Desmond Tutu Street",Rural,Kilimani,KiRu27674224,tap_in_home_broken,NULL,NULL
"25 Kenyatta Street",Rural,Akatsi,AkRu05277224,river,NULL,"Drill well"
"74 N'Djamena Road",Rural,Kilimani,KiRu26779224,shared_tap,NULL,NULL
"13 Scatterlings Avenue",Rural,Amanzi,AmRu15632224,tap_in_home_broken,NULL,NULL
"149 Bahari Ya Upendo Road",Amara,Kilimani,KiAm22498224,well,"Contaminated: Chemical","Install RO filter"
"25 Dodoma Drive",Isiqalo,Kilimani,KiIs23657224,well,"Contaminated: Biological","Install UV and RO filter"
"63 Stanley Avenue",Bahari,Sokoto,SoBa31431224,river,NULL,"Drill well"
"17 Abuja Avenue",Rural,Hawassa,HaRu18220224,tap_in_home_broken,NULL,NULL
"33 Jomo Kenyatta Avenue",Zanzibar,Hawassa,HaZa21832224,well,"Contaminated: Biological","Install UV and RO filter"
"23 Kumasi Street",Lusaka,Akatsi,AkLu02069224,well,"Contaminated: Biological","Install UV and RO filter"
"34 Achebe Kifaru Drive",Rural,Amanzi,AmRu14878224,tap_in_home_broken,NULL,NULL
"162 Bissau Street",Rural,Akatsi,AkRu05098224,shared_tap,NULL,NULL
"200 Port Said Street",Harare,Kilimani,KiHa23179224,well,"Contaminated: Chemical","Install RO filter"
"15 Mlima Wa Hekima Street",Kofi,Sokoto,SoKo33364224,river,NULL,"Drill well"
"95 Paka Dangote Street",Rural,Sokoto,SoRu37893224,well,"Contaminated: Chemical","Install RO filter"
"67 Durban Road",Djenne,Hawassa,HaDj16724224,well,"Contaminated: Chemical","Install RO filter"
"28 Salif Keita Drive",Rural,Kilimani,KiRu30676224,well,"Contaminated: Chemical","Install RO filter"
"152 Popo Kamuzu Street",Rural,Akatsi,AkRu06668224,well,"Contaminated: Chemical","Install RO filter"
"14 Kenyatta Street",Rural,Akatsi,AkRu05284224,well,"Contaminated: Chemical","Install RO filter"
"69 Lumumba Lane",Amina,Amanzi,AmAm09542224,tap_in_home_broken,NULL,NULL
"118 Conakry Street",Zuri,Kilimani,KiZu31296224,shared_tap,NULL,NULL
"84 Punda Kagame Street",Rural,Akatsi,AkRu06282224,well,"Contaminated: Chemical","Install RO filter"
"3 Femi Kuti Drive",Kintampo,Akatsi,AkKi01577224,tap_in_home_broken,NULL,NULL
"90 Yaounde Street",Zuri,Kilimani,KiZu31004224,shared_tap,NULL,NULL
"137 Kiboko Senghor Road",Isiqalo,Kilimani,KiIs24241224,well,"Contaminated: Chemical","Install RO filter"
"1 Hugh Masekela Avenue",Rural,Sokoto,SoRu39204224,river,NULL,"Drill well"
"184 Koinange Street",Rural,Akatsi,AkRu03563224,river,NULL,"Drill well"
"3 Serengeti Court",Zanzibar,Hawassa,HaZa21642224,well,"Contaminated: Chemical","Install RO filter"
"196 Garang Street",Amina,Hawassa,HaAm15893224,well,"Contaminated: Chemical","Install RO filter"
"157 Popo Kamuzu Street",Rural,Akatsi,AkRu06678224,shared_tap,NULL,NULL
"147 Kimathi Street",Rural,Kilimani,KiRu26242224,well,"Contaminated: Biological","Install UV and RO filter"
"31 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07448224,well,"Contaminated: Chemical","Install RO filter"
"31 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20577224,tap_in_home_broken,NULL,NULL
"180 Sahara Street",Rural,Kilimani,KiRu30521224,tap_in_home_broken,NULL,NULL
"31 Asmara Boulevard",Rural,Akatsi,AkRu03121224,well,"Contaminated: Chemical","Install RO filter"
"186 Mto Wa Uzima Street",Rural,Sokoto,SoRu38313224,river,NULL,"Drill well"
"193 Yaya Touré Lane",Majengo,Sokoto,SoMa34109224,river,NULL,"Drill well"
"29 Savannah Grove",Rural,Hawassa,HaRu17225224,tap_in_home_broken,NULL,NULL
"167 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01221224,well,"Contaminated: Biological","Install UV and RO filter"
"196 Banjul Street",Zuri,Kilimani,KiZu30805224,well,"Contaminated: Biological","Install UV and RO filter"
"60 Serengeti Road",Serowe,Hawassa,HaSe21064224,tap_in_home_broken,NULL,NULL
"13 Rhodes Street",Rural,Hawassa,HaRu17453224,tap_in_home_broken,NULL,NULL
"58 Cape Town Avenue",Rural,Sokoto,SoRu38837224,tap_in_home_broken,NULL,NULL
"20 Nyerere Road",Rural,Kilimani,KiRu26104224,well,"Contaminated: Biological","Install UV and RO filter"
"46 Chakula Ramaphosa Drive",Rural,Akatsi,AkRu06757224,shared_tap,NULL,NULL
"145 Paka Dangote Street",Rural,Sokoto,SoRu37942224,well,"Contaminated: Biological","Install UV and RO filter"
"111 Machel Lane",Rural,Sokoto,SoRu36507224,well,"Contaminated: Biological","Install UV and RO filter"
"14 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23879224,well,"Contaminated: Biological","Install UV and RO filter"
"182 Zanzibar Street",Rural,Kilimani,KiRu26996224,tap_in_home_broken,NULL,NULL
"132 Kinshasa Road",Rural,Kilimani,KiRu30420224,well,"Contaminated: Chemical","Install RO filter"
"66 Desmond Tutu Road",Rural,Amanzi,AmRu14554224,well,"Contaminated: Biological","Install UV and RO filter"
"30 Wangari Maathai Avenue",Yaounde,Hawassa,HaYa21544224,tap_in_home_broken,NULL,NULL
"79 Angelique Street",Rural,Sokoto,SoRu39635224,river,NULL,"Drill well"
"191 Nile Street",Rural,Sokoto,SoRu35215224,shared_tap,NULL,NULL
"177 Ladysmith Black Street",Rural,Akatsi,AkRu08889224,well,"Contaminated: Chemical","Install RO filter"
"1 Akili Parkway",Kofi,Sokoto,SoKo33066224,well,"Contaminated: Biological","Install UV and RO filter"
"91 Kipepeo Johnson Street",Rural,Kilimani,KiRu28339224,well,"Contaminated: Biological","Install UV and RO filter"
"113 Freetown Road",Marang,Sokoto,SoMa34232224,river,NULL,"Drill well"
"177 Tuku Street",Rural,Hawassa,HaRu20720224,tap_in_home_broken,NULL,NULL
"57 Simba Road",Rural,Akatsi,AkRu06046224,well,"Contaminated: Chemical","Install RO filter"
"35 Seychelles Street",Rural,Sokoto,SoRu35975224,river,NULL,"Drill well"
"28 Lusaka Road",Cheche,Sokoto,SoCh32156224,river,NULL,"Drill well"
"50 Nile Way",Asmara,Amanzi,AmAs10199224,tap_in_home_broken,NULL,NULL
"93 Wole Soyinka Street",Rural,Akatsi,AkRu05389224,river,NULL,"Drill well"
"112 Mlima Wa Matumaini Street",Mrembo,Kilimani,KiMr24810224,well,"Contaminated: Biological","Install UV and RO filter"
"103 Amin Road",Rural,Hawassa,HaRu18722224,river,NULL,"Drill well"
"14 Bloemfontein Boulevard",Rural,Kilimani,KiRu27319224,river,NULL,"Drill well"
"138 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu37009224,river,NULL,"Drill well"
"14 Johnny Street",Rural,Hawassa,HaRu20280224,tap_in_home_broken,NULL,NULL
"8 Amani Loop",Rural,Sokoto,SoRu34811224,well,"Contaminated: Biological","Install UV and RO filter"
"4 Kitale Drive",Rural,Kilimani,KiRu25605224,well,"Contaminated: Chemical","Install RO filter"
"179 Lome Street",Amara,Kilimani,KiAm21969224,tap_in_home_broken,NULL,NULL
"14 Jangwa La Fisi Street",Asmara,Amanzi,AmAs10686224,tap_in_home_broken,NULL,NULL
"29 Afro Jazz Street",Amina,Amanzi,AmAm10005224,tap_in_home_broken,NULL,NULL
"11 Salif Keita Drive",Rural,Kilimani,KiRu30679224,river,NULL,"Drill well"
"118 Milima Kali Street",Rural,Hawassa,HaRu20118224,well,"Contaminated: Chemical","Install RO filter"
"47 Mawimbi Makuu Drive",Rural,Hawassa,HaRu20180224,shared_tap,NULL,NULL
"2 Mnyama Dangote Road",Rural,Hawassa,HaRu19571224,tap_in_home_broken,NULL,NULL
"7 Khama Avenue",Rural,Hawassa,HaRu18813224,shared_tap,NULL,NULL
"82 Asimbonanga Road",Rural,Sokoto,SoRu38926224,shared_tap,NULL,NULL
"124 Victoria Street",Rural,Akatsi,AkRu04085224,river,NULL,"Drill well"
"195 Kimathi Street",Rural,Kilimani,KiRu26388224,river,NULL,"Drill well"
"36 Isicathamiya Avenue",Rural,Sokoto,SoRu39357224,well,"Contaminated: Chemical","Install RO filter"
"92 Chura Usman Street",Bahari,Sokoto,SoBa31862224,river,NULL,"Drill well"
"66 Seychelles Street",Rural,Sokoto,SoRu35948224,river,NULL,"Drill well"
"123 Bujumbura Street",Harare,Kilimani,KiHa22998224,well,"Contaminated: Biological","Install UV and RO filter"
"58 Kampala Road",Zanzibar,Hawassa,HaZa21765224,tap_in_home_broken,NULL,NULL
"122 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu36961224,shared_tap,NULL,NULL
"34 Lilongwe Street",Lusaka,Akatsi,AkLu01848224,well,"Contaminated: Chemical","Install RO filter"
"42 Port Said Street",Harare,Kilimani,KiHa23210224,well,"Contaminated: Chemical","Install RO filter"
"63 Haile Selassie Avenue",Rural,Kilimani,KiRu27867224,well,"Contaminated: Chemical","Install RO filter"
"8 Yvonne Chaka Road",Deka,Hawassa,HaDe16646224,well,"Contaminated: Biological","Install UV and RO filter"
"13 Zamalek Parkway",Rural,Sokoto,SoRu35102224,river,NULL,"Drill well"
"118 Cairo Road",Rural,Amanzi,AmRu13062224,well,"Contaminated: Biological","Install UV and RO filter"
"166 Acacia Lane",Rural,Kilimani,KiRu25657224,well,"Contaminated: Chemical","Install RO filter"
"193 Banjul Street",Zuri,Kilimani,KiZu30771224,shared_tap,NULL,NULL
"36 Ndovu Avenue",Rural,Sokoto,SoRu34850224,well,"Contaminated: Chemical","Install RO filter"
"122 Monrovia Street",Rural,Sokoto,SoRu35471224,river,NULL,"Drill well"
"91 Farasi Makeba Street",Isiqalo,Kilimani,KiIs23982224,well,"Contaminated: Biological","Install UV and RO filter"
"159 Nile Street",Rural,Sokoto,SoRu35314224,river,NULL,"Drill well"
"95 Sungura Amanpour Road",Rural,Kilimani,KiRu28479224,well,"Contaminated: Biological","Install UV and RO filter"
"175 Zambezi Street",Kintampo,Akatsi,AkKi01414224,tap_in_home_broken,NULL,NULL
"44 Bahari Ya Kupendeza Drive",Amara,Kilimani,KiAm22479224,well,"Contaminated: Chemical","Install RO filter"
"62 Nia Lane",Rural,Akatsi,AkRu02853224,river,NULL,"Drill well"
"71 Simba Road",Rural,Sokoto,SoRu34733224,well,"Contaminated: Biological","Install UV and RO filter"
"111 Okapi Road",Yaounde,Hawassa,HaYa21422224,well,"Contaminated: Chemical","Install RO filter"
"100 Yvonne Chaka Road",Deka,Hawassa,HaDe16521224,well,"Contaminated: Biological","Install UV and RO filter"
"39 Timbuktu Road",Rural,Amanzi,AmRu13976224,river,NULL,"Drill well"
"78 Victoria Street",Rural,Akatsi,AkRu04102224,well,"Contaminated: Chemical","Install RO filter"
"173 Johnny Street",Rural,Hawassa,HaRu20448224,well,"Contaminated: Biological","Install UV and RO filter"
"51 Sungura Biko Avenue",Kintampo,Akatsi,AkKi01121224,tap_in_home_broken,NULL,NULL
"117 Milima Kali Street",Rural,Hawassa,HaRu20014224,well,"Contaminated: Biological","Install UV and RO filter"
"22 Lusaka Road",Cheche,Sokoto,SoCh32141224,river,NULL,"Drill well"
"97 Bahari Ya Upendo Road",Amara,Kilimani,KiAm22629224,tap_in_home_broken,NULL,NULL
"138 Kifaru Lumumba Road",Amina,Hawassa,HaAm16142224,well,"Contaminated: Biological","Install UV and RO filter"
"169 Twiga Lane",Rural,Hawassa,HaRu17002224,well,"Contaminated: Biological","Install UV and RO filter"
"50 Bahari Nzuri Street",Rural,Kilimani,KiRu28633224,well,"Contaminated: Biological","Install UV and RO filter"
"21 Zuma Avenue",Rural,Hawassa,HaRu18889224,shared_tap,NULL,NULL
"62 Kofi Annan Avenue",Rural,Sokoto,SoRu37263224,river,NULL,"Drill well"
"48 Uhuru Square",Rural,Kilimani,KiRu25454224,well,"Contaminated: Chemical","Install RO filter"
"50 Freetown Road",Marang,Sokoto,SoMa34226224,river,NULL,"Drill well"
"19 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20667224,well,"Contaminated: Chemical","Install RO filter"
"19 Ngiri Achebe Drive",Rural,Amanzi,AmRu14933224,well,"Contaminated: Chemical","Install RO filter"
"26 Kinshasa Road",Abidjan,Amanzi,AmAb09060224,river,NULL,"Drill well"
"57 Stanley Avenue",Bahari,Sokoto,SoBa31439224,well,"Contaminated: Chemical","Install RO filter"
"134 Duma Leakey Road",Rural,Kilimani,KiRu28041224,shared_tap,NULL,NULL
"87 Conakry Street",Zuri,Kilimani,KiZu31143224,shared_tap,NULL,NULL
"48 Angelique Street",Rural,Sokoto,SoRu39613224,well,"Contaminated: Chemical","Install RO filter"
"64 Bissau Street",Rural,Akatsi,AkRu04969224,well,"Contaminated: Chemical","Install RO filter"
"50 Ziwa La Amani Drive",Mrembo,Kilimani,KiMr24751224,well,"Contaminated: Biological","Install UV and RO filter"
"94 Samora Machel Road",Harare,Kilimani,KiHa23419224,tap_in_home_broken,NULL,NULL
"131 Monrovia Street",Rural,Sokoto,SoRu35592224,well,"Contaminated: Chemical","Install RO filter"
"125 Lagos Street",Pwani,Amanzi,AmPw12662224,tap_in_home_broken,NULL,NULL
"63 Seychelles Street",Rural,Sokoto,SoRu35905224,river,NULL,"Drill well"
"135 Nile Street",Rural,Sokoto,SoRu35284224,shared_tap,NULL,NULL
"74 Ndege Tambo Road",Deka,Hawassa,HaDe16508224,tap_in_home_broken,NULL,NULL
"26 Dakar Drive",Lusaka,Akatsi,AkLu02169224,tap_in_home_broken,NULL,NULL
"17 Tumbili Kenyatta Avenue",Pwani,Amanzi,AmPw12746224,tap_in_home_broken,NULL,NULL
"37 Popo Kamuzu Street",Rural,Akatsi,AkRu06607224,well,"Contaminated: Biological","Install UV and RO filter"
"15 Usman dan Fodio Way",Marang,Sokoto,SoMa34439224,river,NULL,"Drill well"
"136 Nelson Mandela Street",Rural,Sokoto,SoRu37091224,shared_tap,NULL,NULL
"68 Ziwa La Kutazama Avenue",Amina,Hawassa,HaAm16287224,well,"Contaminated: Biological","Install UV and RO filter"
"37 Kamuzu Banda Road",Rural,Sokoto,SoRu36779224,well,"Contaminated: Chemical","Install RO filter"
"200 Milima Kali Street",Rural,Hawassa,HaRu20001224,shared_tap,NULL,NULL
"126 African Queen Road",Rural,Amanzi,AmRu15821224,shared_tap,NULL,NULL
"166 Chura Usman Street",Bahari,Sokoto,SoBa31815224,tap_in_home_broken,NULL,NULL
"69 Jerusalema Lane",Rural,Amanzi,AmRu15426224,well,"Contaminated: Chemical","Install RO filter"
"65 Simba Road",Rural,Sokoto,SoRu34772224,well,"Contaminated: Chemical","Install RO filter"
"39 Marrakech Avenue",Rural,Akatsi,AkRu04598224,shared_tap,NULL,NULL
"143 Tuku Street",Rural,Hawassa,HaRu20684224,shared_tap,NULL,NULL
"60 Accra Avenue",Amina,Amanzi,AmAm09408224,tap_in_home_broken,NULL,NULL
"40 Lilongwe Street",Lusaka,Akatsi,AkLu01828224,tap_in_home_broken,NULL,NULL
"140 Yaounde Street",Zuri,Kilimani,KiZu30899224,shared_tap,NULL,NULL
"1 Kob Maathai Road",Mrembo,Kilimani,KiMr24646224,tap_in_home_broken,NULL,NULL
"102 Kob Maathai Road",Mrembo,Kilimani,KiMr24729224,well,"Contaminated: Chemical","Install RO filter"
"133 Lumumba Street",Rural,Akatsi,AkRu03838224,tap_in_home_broken,NULL,NULL
"12 N'dour Avenue",Abidjan,Amanzi,AmAb09279224,shared_tap,NULL,NULL
"7 Maji Matulivu Avenue",Lusaka,Akatsi,AkLu02435224,well,"Contaminated: Biological","Install UV and RO filter"
"16 Moi Avenue",Rural,Akatsi,AkRu04023224,well,"Contaminated: Chemical","Install RO filter"
"15 Cape Town Avenue",Rural,Sokoto,SoRu38886224,shared_tap,NULL,NULL
"20 Zinjathropus Street",Rural,Amanzi,AmRu14227224,well,"Contaminated: Chemical","Install RO filter"
"198 Nelson Mandela Street",Rural,Sokoto,SoRu37182224,well,"Contaminated: Biological","Install UV and RO filter"
"160 Asmara Street",Rural,Akatsi,AkRu04300224,well,"Contaminated: Chemical","Install RO filter"
"13 Njia Ya Mlima Avenue",Rural,Sokoto,SoRu38095224,shared_tap,NULL,NULL
"111 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20609224,tap_in_home_broken,NULL,NULL
"37 Freetown Road",Marang,Sokoto,SoMa34280224,river,NULL,"Drill well"
"73 Seychelles Street",Rural,Sokoto,SoRu36074224,well,"Contaminated: Biological","Install UV and RO filter"
"181 Mlima Wa Matumaini Street",Mrembo,Kilimani,KiMr24961224,well,"Contaminated: Chemical","Install RO filter"
"9 Salif Keita Drive",Rural,Kilimani,KiRu30668224,river,NULL,"Drill well"
"103 Sfax Street",Ilanga,Sokoto,SoIl32355224,river,NULL,"Drill well"
"44 Dodoma Drive",Isiqalo,Kilimani,KiIs23639224,tap_in_home_broken,NULL,NULL
"13 Chura Usman Street",Bahari,Sokoto,SoBa31869224,well,"Contaminated: Chemical","Install RO filter"
"42 Dakar Crescent",Rural,Akatsi,AkRu02999224,shared_tap,NULL,NULL
"188 Nile Street",Rural,Sokoto,SoRu35339224,river,NULL,"Drill well"
"47 Kofi Annan Avenue",Rural,Sokoto,SoRu37272224,well,"Contaminated: Chemical","Install RO filter"
"47 Nyati Zuma Drive",Rural,Amanzi,AmRu14982224,well,"Contaminated: Chemical","Install RO filter"
"47 Kenyatta Avenue",Rural,Sokoto,SoRu35187224,tap_in_home_broken,NULL,NULL
"27 Marrakech Terrace",Rural,Hawassa,HaRu17176224,well,"Contaminated: Chemical","Install RO filter"
"179 Kumasi Street",Lusaka,Akatsi,AkLu02077224,tap_in_home_broken,NULL,NULL
"133 Kano Street",Rural,Hawassa,HaRu18540224,well,"Contaminated: Biological","Install UV and RO filter"
"122 Constantine Road",Rural,Hawassa,HaRu17620224,well,"Contaminated: Biological","Install UV and RO filter"
"194 Twiga Lane",Rural,Hawassa,HaRu16970224,well,"Contaminated: Chemical","Install RO filter"
"160 Winnie Mandela Street",Rural,Hawassa,HaRu19046224,well,"Contaminated: Biological","Install UV and RO filter"
"177 Desmond Tutu Street",Rural,Kilimani,KiRu27677224,tap_in_home_broken,NULL,NULL
"3 Zamajobe Avenue",Amina,Amanzi,AmAm09765224,tap_in_home_broken,NULL,NULL
"31 Wangari Maathai Avenue",Yaounde,Hawassa,HaYa21541224,well,"Contaminated: Chemical","Install RO filter"
"17 Freedom Road",Rural,Akatsi,AkRu08335224,shared_tap,NULL,NULL
"19 Lumumba Lane",Amina,Amanzi,AmAm09651224,tap_in_home_broken,NULL,NULL
"70 Popo Kamuzu Street",Rural,Akatsi,AkRu06537224,well,"Contaminated: Chemical","Install RO filter"
"172 Jerusalema Lane",Rural,Amanzi,AmRu15492224,well,"Contaminated: Chemical","Install RO filter"
"159 Nelson Mandela Street",Rural,Sokoto,SoRu37106224,well,"Contaminated: Biological","Install UV and RO filter"
"121 Okapi Road",Yaounde,Hawassa,HaYa21390224,tap_in_home_broken,NULL,NULL
"143 Lubumbashi Lane",Rural,Hawassa,HaRu18058224,well,"Contaminated: Biological","Install UV and RO filter"
"8 Cairo Road",Rural,Amanzi,AmRu13059224,well,"Contaminated: Chemical","Install RO filter"
"33 Okapi Road",Yaounde,Hawassa,HaYa21453224,well,"Contaminated: Chemical","Install RO filter"
"73 Lusaka Road",Cheche,Sokoto,SoCh32054224,tap_in_home_broken,NULL,NULL
"57 Luxor Avenue",Majengo,Sokoto,SoMa33572224,river,NULL,"Drill well"
"123 Mbuzi Mbeki Street",Bello,Amanzi,AmBe11180224,river,NULL,"Drill well"
"136 Bissau Street",Rural,Akatsi,AkRu05070224,well,"Contaminated: Chemical","Install RO filter"
"11 Njia Ya Mlima Avenue",Rural,Sokoto,SoRu38084224,river,NULL,"Drill well"
"18 Twiga Lumumba Boulevard",Rural,Hawassa,HaRu19378224,well,"Contaminated: Chemical","Install RO filter"
"27 Windhoek Way",Rural,Akatsi,AkRu04696224,well,"Contaminated: Chemical","Install RO filter"
"114 Yvonne Chaka Road",Deka,Hawassa,HaDe16632224,well,"Contaminated: Biological","Install UV and RO filter"
"64 Angelique Street",Rural,Sokoto,SoRu39452224,river,NULL,"Drill well"
"130 Cape Coast Road",Isiqalo,Kilimani,KiIs23749224,well,"Contaminated: Biological","Install UV and RO filter"
"49 Constantine Road",Rural,Hawassa,HaRu17580224,tap_in_home_broken,NULL,NULL
"25 Desmond Tutu Road",Rural,Amanzi,AmRu14622224,well,"Contaminated: Biological","Install UV and RO filter"
"181 Jengo Street",Pwani,Amanzi,AmPw12466224,tap_in_home_broken,NULL,NULL
"32 Mlima Tazama Avenue",Rural,Hawassa,HaRu19716224,well,"Contaminated: Chemical","Install RO filter"
"9 Kifaru Lumumba Road",Amina,Hawassa,HaAm16167224,well,"Contaminated: Biological","Install UV and RO filter"
"87 Kinshasa Road",Rural,Kilimani,KiRu30408224,tap_in_home_broken,NULL,NULL
"110 Sahara Street",Rural,Kilimani,KiRu30570224,well,"Contaminated: Biological","Install UV and RO filter"
"76 Zanzibar Street",Rural,Kilimani,KiRu26970224,river,NULL,"Drill well"
"69 Conakry Street",Zuri,Kilimani,KiZu31299224,well,"Contaminated: Biological","Install UV and RO filter"
"171 Bissau Street",Rural,Akatsi,AkRu05038224,well,"Contaminated: Chemical","Install RO filter"
"47 Acacia Lane",Rural,Kilimani,KiRu25690224,well,"Contaminated: Chemical","Install RO filter"
"11 Yaounde Street",Zuri,Kilimani,KiZu30890224,tap_in_home_broken,NULL,NULL
"26 Kinshasa Road",Rural,Kilimani,KiRu30418224,well,"Contaminated: Chemical","Install RO filter"
"134 Desmond Tutu Road",Rural,Amanzi,AmRu14511224,tap_in_home_broken,NULL,NULL
"63 Addis Ababa Road",Harare,Akatsi,AkHa00040224,tap_in_home_broken,NULL,NULL
"47 Kitale Drive",Rural,Kilimani,KiRu25625224,tap_in_home_broken,NULL,NULL
"35 Zuma Avenue",Rural,Hawassa,HaRu18909224,well,"Contaminated: Biological","Install UV and RO filter"
